,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01
603901,,,,,,,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II
603903,,,,,,,,,,,,,,,,,,,,,,,,,,,,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II,水务II
603906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II,石油化工II
603908,,,,,,,,,,,,,,,,,,,,,,,,,,,,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II,服装家纺II
603909,,,,,,,,,,,,,,,,,,,,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II,基础建设II
603912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II
603915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,通用机械II,通用机械II,通用机械II,通用机械II,通用机械II,通用机械II,通用机械II,通用机械II,通用机械II,通用机械II,通用机械II,通用机械II,通用机械II,通用机械II
603916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II
603917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II
603918,,,,,,,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II
603919,,,,,,,,,,,,,,,,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II,饮料制造II
603920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II
603922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II
603926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II,汽车零部件II
603927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II,计算机应用II
603928,,,,,,,,,,,,,,,,,,,,,,,,,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II
603929,,,,,,,,,,,,,,,,,,,,,,,,,,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II,专业工程II
603933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,电子制造II,半导体II,半导体II,半导体II,半导体II,半导体II,半导体II,半导体II,半导体II,半导体II,半导体II,半导体II,半导体II,半导体II,半导体II,半导体II,半导体II,半导体II,半导体II,半导体II
603936,,,,,,,,,,,,,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II,元件II
603937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II,其他建材II
603938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II,化学原料II
603939,,,,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II,医药商业II
603948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II
603949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,化学制品II,化学制品II,化学制品II,化学制品II,化学制品II
603950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,汽车零部件II,汽车零部件II
603955,,,,,,,,,,,,,,,,,,,,,,,,,,,,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II,园林工程II
603956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II,专用设备II
